Order_Processed,Date_Collected,Site,Stand_Age,Growth_Stage,Stand,Plot,Treatment,Ntrt,Ptrt,Catrt,Species,Tree_Number,TagID,Subplot,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,LA_per_Leaf,SLA_cm2_g,SLA_m2_kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P 214,P 178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID
240,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,BE,2,985,A1,2,2,,10,3.1,351.394,351.394,NA,NA,1.43,0.14,35.14,245.73,24.57,0.46,461.29,little brown spots,,7/24/2022,-0.760613471,-29.86472047,23.72994143,0.492058816,20.73577877,4.415271481,0.053600126,7.804066919,1.114811107,0.883843175,0.929038103,0.954420041,1.296469603,0.007589535,0.022780639,NA,,793,FAGR
241,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,BE,3,984,A1,3,2,,4,1.67,232.036,231.558,NA,NA,0.91,0.23,58.01,254.46,25.45,0.54,544.91,skeletonizers and lots of damange,Y,7/24/2022,missing,missing,24.938015,0.489631394,19.63393613,4.189355953,0.055082315,9.755209249,1.212787988,0.827554402,0.958632391,0.95476161,1.366447139,0.006890662,0.028345428,NA,,,FAGR
242,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,RM,1,2789,C3,2,2,,4,2.74,191.317,191.317,NA,NA,1.14,0.29,47.83,167.82,16.78,0.42,416.06,dark spots and minor herbivory,,7/24/2022,-2.104271797,-31.0744983,20.65564515,0.490054144,23.72494978,7.316451402,0.049311558,8.803071181,1.323305303,1.090326738,1.102843694,1.086322088,1.070353744,0.015978057,0.024322835,NA,,,ACRU
243,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,RM,2,1890,B3,4,2,,5,2.53,126.196,125.998,NA,NA,1.1,0.22,25.24,114.54,11.45,0.43,434.78,little brown spots,,7/24/2022,-2.364466542,-28.33861691,20.76871466,0.505621349,24.34533662,4.071086104,0.045465463,9.355200187,1.484446055,0.858603536,1.151460914,1.13574477,1.168262099,0.005446764,0.018906259,NA,,192,ACRU
244,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,RM,3,2065,Buffer,2,2,New,5,4.5,283.57,283.396,NA,NA,2.09,0.42,56.71,135.6,13.56,0.46,464.44,"brown spots and damage, skeletonizer spots",,7/24/2022,-2.034473733,-29.88721483,21.57886074,0.503962267,23.35444269,5.889795087,0.058747697,6.283961802,1.509068851,1.072754555,1.00261956,1.021302883,1.17045664,0.011014875,0.026047258,NA,,,ACRU
245,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,WB,1,193,B3,2,2,,8,4.37,214.284,214.26,NA,NA,1.69,0.21,26.79,126.78,12.68,0.39,386.73,"insects on leaves, damaged",,7/24/2022,-1.177801489,-28.44357692,24.51953684,0.49901461,20.35171436,5.230228142,0.051799718,8.854146106,1.28755596,1.060376945,0.811203171,0.832465021,1.275619035,0.01278141,0.156848951,NA,,,BEPA
246,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,WB,2,105,A3,2,2,,6,3.31,171.335,171.188,NA,NA,1.29,0.22,28.56,132.7,13.27,0.39,389.73,minor insect damage,,7/24/2022,-1.201650942,-27.83869914,25.15103321,0.494827669,19.67424816,5.265504499,0.042154719,7.166930733,1.509681971,1.150589863,0.906760636,0.914215806,1.328144793,0.013786347,0.154152716,NA,,,BEPA
247,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,WB,3,1896,A2,3,2,,5,2.99,152.959,152.898,NA,NA,1.12,0.22,30.59,136.52,13.65,0.37,374.58,minor insect damage,,7/24/2022,-1.861556591,-28.71467537,27.26905883,0.510020208,18.70325673,6.685585445,0.039743466,7.586559642,1.581738563,1.427948871,0.884321179,0.892059786,1.295071028,0.015861958,0.166220012,NA,,"107, 909",BEPA
248,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,YB,1,1879,C3,2,2,,10,4.66,335.604,335.58,NA,NA,1.5,0.15,33.56,223.72,22.37,0.32,321.89,tiny holes and brown spots,,7/24/2022,-1.113061502,-29.34787728,30.93575828,0.485938801,15.7079971,8.433810025,0.061964907,14.1284088,1.9911099,2.001615586,1.281494161,1.299047911,1.440531345,0.019383058,0.255542188,232,,166,BEAL2
249,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,YB,2,120,A1,5,2,Hard to shoot,6,3.22,231.346,231.346,NA,NA,1.09,0.18,38.56,212.24,21.22,0.34,338.51,tiny brown spots and skeletonizer damage,,7/24/2022,-0.984994228,-29.39074216,34.71721161,0.494202172,14.23507677,7.954311937,0.069716468,13.77504838,1.878546684,1.763764959,1.417332931,1.382840453,1.450459926,0.018885753,0.183530082,207,,,BEAL2
250,7/22/2022,BEF,Mid,Third,C4,2,N,1,0,0,YB,3,990,B2,2,2,,8,2.75,209.136,209.136,NA,NA,0.98,0.12,26.14,213.4,21.34,0.36,356.36,little brown and white spots,,7/24/2022,missing,missing,33.31143797,0.485669042,14.57964805,7.855363783,0.046702306,7.694442799,1.892390212,1.630454776,1.23754862,1.205115914,1.311903244,0.018089587,0.220443335,200,,201,BEAL2
251,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,BE,1,1752,B2,1,1,,20,7.02,563.663,563.627,NA,NA,3.18,0.16,28.18,177.24,17.72,0.45,452.99,tiny brown spots,,7/24/2022,-2.293421558,-29.52928838,22.55334669,0.479257816,21.27053369,7.849830866,0.04520817,10.80118565,1.545361713,1.61155708,1.150998709,1.152880874,1.373943659,0.01817818,0.029406857,NA,,134,FAGR
252,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,BE,2,933,A1,2,2,,4,2.25,146.613,146.425,NA,NA,1.06,0.27,36.65,138.14,13.81,0.47,471.11,insect damage and chlorosis; one leaf fell on counter while weighing,,7/24/2022,-2.00997619,-28.34575774,25.56434629,0.496862881,19.43577495,4.247510291,0.046278568,9.202590712,0.834513099,1.103982677,1.125270364,1.061410336,1.265598702,0.00643456,0.0196081,NA,,,FAGR
253,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,BE,3,731,C1,2,2,,4,1.82,143.723,142.886,NA,NA,0.85,0.21,35.93,168.1,16.81,0.47,467.03,"insect damage, brown spots, and chlorosis ",,7/24/2022,-2.05150115,-28.85721512,25.53844267,0.488792805,19.13949143,9.01412119,0.04298371,8.825573463,1.422671846,1.592551747,1.04582494,1.011049827,1.369787406,0.025143662,0.02735176,NA,,,FAGR
254,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,RM,1,445,C2,2,2,,5,3.68,223.336,223.151,NA,NA,1.53,0.31,44.67,145.85,14.59,0.42,415.76,minor insect damage,,7/24/2022,-4.123095209,-30.31037904,15.80859123,0.494106327,31.25555716,6.067552906,0.034059145,6.794646992,1.320012145,1.259740327,0.924734865,0.887501529,0.959324235,0.017007971,0.025615915,NA,,,ACRU
255,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,RM,2,456,C2,3,2,,6,2.34,140.154,139.364,NA,NA,1.12,0.19,23.36,124.43,12.44,0.48,478.63,"brown spots, very chewed-up, chose small leaves",,7/24/2022,-4.861949802,-27.82286426,15.70021945,0.502649738,32.01545935,4.438760459,0.053774104,7.5762752,1.297646567,0.863720448,1.123890578,1.160846297,1.06366832,0.008977054,0.017603068,NA,,,ACRU
256,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,RM,3,156,C2,3,2,,5,3.8,195.351,195.007,NA,NA,1.69,0.34,39.07,115.39,11.54,0.44,444.74,"insect damage, chlorotic, avoided samples with gulves",,7/24/2022,-4.413708168,-29.69653844,18.45165363,0.49400833,26.77311963,4.285604072,0.048287505,5.903925393,1.316816952,1.072985129,1.035810317,1.032078133,1.033614188,0.009925905,0.019950314,NA,,,ACRU
257,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,WB,1,279,B2,1,2,,9,4.17,210.542,210.35,NA,NA,1.68,0.19,23.39,125.21,12.52,0.4,402.88,"little brown spots, a fuzzy bug found on the leaves (not chosen)",,7/24/2022,-2.042046251,-28.28740774,23.37742421,0.498614226,21.32887787,5.381178431,0.042935407,10.14394799,1.352388912,1.32267647,0.950797608,0.960432063,1.210002083,0.016098823,0.135928234,NA,,,BEPA
258,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,WB,2,256,B1,3,2,"sparse canopy, hard to shoot",7,2.01,109.471,108.736,NA,NA,0.88,0.13,15.64,123.56,12.36,0.44,437.81,"insect damage, small leaves",,7/24/2022,-3.322205124,-27.74180168,18.23623679,0.502684808,27.56516129,4.098638784,0.067981866,8.939581379,0.932273932,0.997160963,1.337833902,1.372102937,1.055524615,0.010277166,0.177118647,NA,,,BEPA
259,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,WB,3,251,B1,2,2,,8,4.7,255.425,255.425,NA,NA,1.79,0.22,31.93,142.7,14.27,0.38,380.85,"insect damage, tiny brown spots, some skeletonizers",,7/24/2022,-3.837267634,-29.18496491,21.54756858,0.493556537,22.91851109,7.515620147,0.044214898,9.468759447,1.884245045,2.113271095,1.141428801,1.146008983,1.209726687,0.019519506,0.176987383,NA,,,BEPA
260,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,YB,1,437,C2,4,2,Not a lot-hard to shoot,6,1.68,118.675,118.156,NA,NA,0.61,0.1,19.78,193.7,19.37,0.36,363.1,"insect damage, brown spots, shotgun holes",,7/24/2022,-2.800334111,-29.44549584,26.32340283,0.485330031,18.43720715,11.57625802,0.072191,9.813192011,2.523103402,2.396315114,1.441951929,1.439878562,1.191621371,0.03346552,0.22240269,172,,,BEAL2
261,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,YB,2,sapling,C2,2,2,a bit overtopped-aimed for hole in canopy,7,3.39,268.521,268.124,NA,NA,1.1,0.16,38.36,243.75,24.37,0.32,324.48,little brown spots,,7/24/2022,missing,missing,26.93965556,0.471729486,17.51059826,10.45458938,0.063482053,10.94082348,2.406289717,2.835225918,1.420715665,1.430889983,1.20900467,0.025185681,0.266877849,190,,,BEAL2
262,7/22/2022,BEF,Mid,Third,C4,3,Control,0,0,0,YB,3,2511,C3,3,2,,7,3.36,247.018,246.449,NA,NA,1.15,0.16,35.29,214.3,21.43,0.34,342.26,little insect damage,,7/24/2022,-3.001672701,-30.53762222,23.36173449,0.488358006,20.9041844,8.448828488,0.060373683,10.25992979,1.925684468,2.465551098,1.237015059,1.253053297,1.157170487,0.022028986,0.229072416,204,,,BEAL2
263,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,BE,1,739,C1,2,2,,11,5.83,325.463,324.333,NA,NA,2.9,0.26,29.59,111.84,11.18,0.5,497.43,"chlorosis, brown marks ",,7/24/2022,-1.961010201,-27.70323378,16.18896161,0.487536951,30.11539362,6.525000892,0.557188102,7.655293236,1.074666984,1.672130699,1.350773173,1.355970592,1.102623166,0.023349201,0.023893668,NA,,,FAGR
264,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,BE,2,369,C2,2,2,,8,3.84,234.004,233.237,NA,NA,1.97,0.25,29.25,118.39,11.84,0.51,513.02,"some have yellow spots, shotgun holes",,7/24/2022,-2.238971342,-27.89744408,21.01829508,0.487930385,23.21455584,10.16424653,0.040798012,8.119577939,0.681021719,1.840310077,1.944482725,1.883823082,1.349521044,0.025802893,0.040024521,NA,,,FAGR
265,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,BE,3,263,B3,2,2,,8,3.56,207.25,206.897,NA,NA,1.69,0.21,25.91,122.42,12.24,0.47,474.72,"chrolotic, brown spots, insect damage",,7/24/2022,-2.417845496,-27.91399101,18.99823116,0.488118763,25.69285312,6.495856027,0.043612217,9.50911141,0.920394224,1.733029383,2.013129661,2.025640739,1.159482041,0.015568473,0.031699702,NA,,,FAGR
266,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,RM,1,395,C2,3,2,,7,5.83,297.745,297.653,NA,NA,2.62,0.37,42.54,113.61,11.36,0.45,449.4,minor insect damage,,7/24/2022,-4.824637105,-28.92777696,17.55157311,0.498598199,28.40760744,6.767,0.0351,5.7333,1.7238,1.7396,2.6557,2.6986,1.0704,0.0136,0.0229,NA,,,ACRU
267,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,RM,2,no tag,Buffer by C1,3,3,Adam thinks it might be no tag 4,13,3.98,275.521,274.396,NA,NA,1.69,0.13,21.19,162.36,16.24,0.42,424.62,possible insect damage,,7/24/2022,-4.908688927,-30.25999813,18.31337811,0.498553503,27.22345927,5.512557308,0.039031892,7.703317191,1.344936739,1.603986403,2.836269939,2.719763742,1.020803733,0.015101547,0.022398144,NA,,,ACRU
268,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,RM,3,1741,A1,2,2,,7,4.01,222.591,222.499,NA,NA,1.73,0.25,31.8,128.61,12.86,0.43,431.42,"brown spots and chlorotic, some insect damage, curvey",,7/24/2022,-3.943245132,-28.49613234,15.80184434,0.488391068,30.90721926,7.424001602,0.034816126,9.015980505,1.161528685,1.641049381,2.54268621,2.631890451,1.037257619,0.019756345,0.020786584,NA,,,ACRU
269,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,WB,1,767,C1,4,2,,6,3.17,172.074,171.888,NA,NA,1.27,0.21,28.68,135.34,13.53,0.4,400.63,"damaged, minor insect damage, skeletonizers",,7/24/2022,-3.600789231,-29.07968097,18.5911418,0.489293609,26.31864217,7.966394121,0.042003094,8.078075037,1.294810362,2.546901973,1.706012932,1.691867014,1.130485601,0.026269296,0.116510462,NA,,,BEPA
270,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,WB,2,772,C1,3,3,,8,2.82,150.181,149.552,NA,NA,1.32,0.17,18.77,113.3,11.33,0.47,468.09,"small brown holes, minor insect damage; two leaves fell on counter while weighing",,7/24/2022,-2.357436359,-28.72413794,18.61363825,0.499415045,26.83059801,4.9417511,0.035714202,5.089317572,0.905286586,1.68314978,1.450043153,1.445940504,0.933596283,0.016195186,0.114322522,NA,,,BEPA
271,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,WB,3,837,B2,2,2,,11,5.34,260.648,260.465,NA,NA,2.23,0.2,23.7,116.8,11.68,0.42,417.6,small brown dots; one leaf fell on floor weighing,,7/24/2022,-2.070538292,-28.08475803,18.18852586,0.498695432,27.4181336,5.332971667,0.041898818,5.740501248,1.236570494,1.737784596,1.828874546,1.792329625,1.115630233,0.015801763,0.110261621,NA,,,BEPA
272,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,YB,1,916,B2,2,2,,9,3.96,218.554,218.124,NA,NA,1.58,0.18,24.28,138.05,13.81,0.4,398.99,brown spots and small holes,,7/24/2022,-3.656864555,-29.64379673,19.87824717,0.497350598,25.01984174,5.838971082,0.055595831,6.849265171,1.268604387,2.487131331,1.709717634,1.72018712,1.01125944,0.017105107,0.093048815,293,,,BEAL2
273,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,YB,2,448,C2,3,2,,7,5.4,326.648,326.511,NA,NA,1.98,0.28,46.66,164.9,16.49,0.37,366.67,"brown spots, big leaves, a catapillar",,7/24/2022,-3.48467123,-28.905798,23.00198671,0.493323795,21.44700811,11.35689418,0.059815314,6.076534264,1.907111281,4.076026165,2.418026713,2.473916088,1.271462536,0.030480141,0.232655542,192,,,BEAL2
274,7/22/2022,BEF,Mid,Third,C4,4,P,0,1,0,YB,3,708,A1,4,2,,5,1.77,123.018,122.652,NA,NA,0.77,0.15,24.6,159.29,15.93,0.44,435.03,brown spots,,7/24/2022,-3.553983402,-30.08273828,20.45026769,0.495750243,24.24174834,7.014773278,0.049294492,6.670163421,1.349071578,2.499993856,2.086972675,2.035923845,1.103670007,0.020718493,0.161989044,204,,,BEAL2
369,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,BE,1,348,B1,4,2,,8,3.37,188.122,187.567,NA,NA,1.76,0.22,23.52,106.57,10.66,0.52,522.26,"brown spots, chlorotic",,7/31/2022,missing,missing,17.97720826,0.501960757,27.92206388,3.503483078,0.037322087,4.466567917,0.57213853,0.507079921,1.369086046,1.370162123,0.909321537,0.006240919,0.014652695,NA,,,FAGR
370,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,BE,2,339,B2,3,2,codominant,4,2.5,212.604,212.578,NA,NA,1.13,0.28,53.15,188.12,18.81,0.45,452,"chrolotic, brown spots, skeletonizers",,7/31/2022,missing,missing,23.86048974,0.492848354,20.6554165,5.067858213,0.05082986,7.526177572,0.948639218,0.96875495,1.772049197,1.669619221,1.382055069,0.009996239,0.031833258,NA,,,FAGR
371,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,BE,3,331,B3,2,2,,7,2.24,255.515,255.429,NA,NA,1.07,0.15,36.5,238.72,23.87,0.48,477.68,brown and white spots,,7/31/2022,missing,missing,24.77783255,0.48306661,19.49591874,10.42767897,0.051210833,5.514048525,1.492343898,1.176566033,2.050954348,2.089506281,1.613620391,0.035307777,0.040383388,NA,,,FAGR
372,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,RM,1,336,B2,2,2,,13,6.19,338.597,338.238,NA,NA,2.67,0.21,26.05,126.68,12.67,0.43,431.34,"little brown and white spots, chlorotic, small leaves selected",,7/31/2022,missing,missing,24.83423329,0.488548385,19.6723764,6.771799221,0.03840819,6.547836366,1.285694457,1.010065093,1.942987353,1.913251666,1.172613072,0.012431972,0.029075301,NA,,,ACRU
373,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,RM,2,337,B2,2,2,,9,2.21,152.666,152.552,NA,NA,1,0.11,16.96,152.55,15.26,0.45,452.49,"brown spots, chlorotic, little brown spots, small leaves selected",,7/31/2022,missing,missing,16.1028488,0.461726373,28.67358308,5.979954005,0.039582154,6.338344189,0.906491062,0.817180971,1.681253624,1.735654951,1.026613676,0.011269894,0.025469205,NA,,,ACRU
374,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,RM,3,375,C2,3,2,,8,2.81,196.351,196.24,NA,NA,1.27,0.16,24.54,154.52,15.45,0.45,451.96,"small sample, brown spots, yellow spts, and little holes",,7/31/2022,missing,missing,17.06209164,0.46629307,27.32918564,6.982584017,0.045048094,8.080463455,0.936061656,1.024316253,1.715246664,1.605585073,1.048039832,0.012141371,0.021306887,NA,,,ACRU
375,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,WB,1,363,C1,3,2,,7,2.93,178.981,178.825,NA,NA,1.62,0.23,25.57,110.39,11.04,0.55,552.9,"minor insect damage, chlorosis, brown spots, skeletonizer",,7/31/2022,missing,missing,21.17660778,0.492148286,23.24018517,5.869607474,0.030553817,6.222185491,0.799364624,1.059228902,1.619471537,1.734750872,1.251670259,0.016194223,0.13506085,NA,,,BEPA
376,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,WB,2,312,A3,2,2,super dominant,12,4.89,216.174,215.518,NA,NA,2.08,0.17,18.01,103.61,10.36,0.43,425.36,"brown spots, tiny holes",,7/31/2022,missing,missing,22.76550607,0.488017031,21.43668713,6.299423691,0.040474998,6.76551398,0.930687248,1.37731342,1.891870518,1.843993202,1.131568838,0.015691546,0.15637612,NA,,,BEPA
377,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,WB,3,8889,B3,2,2,,6,4.72,NA,NA,NA,NA,1.68,0.28,NA,NA,NA,0.36,355.93,"some skeletonizer damage, minor insect damage, little brown spots",,7/31/2022,missing,missing,20.01914565,0.476934997,23.82394361,6.296706031,0.047491155,12.08980918,1.280095013,1.194261516,2.353750323,2.183846882,1.288012927,0.018114382,0.148150724,NA,,327,BEPA
378,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,YB,1,370,?,3,2,,5,4.35,223.998,223.061,NA,NA,1.85,0.37,44.8,120.57,12.06,0.43,425.29,"a lot little holes, brown spots, skeletonizer, chlorotic",,7/31/2022,missing,missing,23.02555886,0.492271584,21.37935443,4.438221701,0.0315147,4.316585788,0.768691605,1.314674645,1.8910561,1.958799255,1.114790458,0.011555032,0.119151005,234,originally listed as 379 but most likely 370,,BEAL2
379,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,YB,2,313,A3,3,2,,5,2.02,118.985,118.853,NA,NA,0.81,0.16,23.8,146.73,14.67,0.4,400.99,"one is fuzzy, brown spots and small holes, some minor insect damage",,7/31/2022,missing,missing,24.54359434,0.48643616,19.81927151,8.781314899,0.054880129,7.958173621,1.945155343,1.856782265,2.832068395,2.652585092,1.391214191,0.02324757,0.125552421,286,,,BEAL2
380,7/29/2022,BEF,Mid,Third,C6,1,NP,1,1,0,YB,3,8879,C2,2,2,,11,3.86,222.071,220.729,NA,NA,1.64,0.15,20.19,134.59,13.46,0.42,424.87,"a beetle on leaf, small sample, two fuzzy leaves, brown spots, tiny holes",,7/31/2022,missing,missing,25.48586681,0.495131581,19.4276924,4.825841423,0.041689697,7.883081968,0.914302115,1.501053958,1.772055124,1.882637832,1.13394301,0.01123768,0.135378348,290,,377?,BEAL2
417,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,BE,1,682,B3,2,2,,7,2.64,304.8,304.074,NA,NA,1.22,0.17,43.54,249.24,24.92,0.46,462.12,"tiny brown spots and holes, skeletonizer damage",,8/3/2022,missing,missing,20.66158185,0.481773555,23.31736062,8.395423893,0.062660445,5.702292525,1.742849303,1.836475714,1.221433447,1.198199454,1.422449047,0.011026384,0.031283223,NA,,,FAGR
418,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,BE,2,631,A1,3,2,,21,5.93,627.805,627.805,NA,NA,2.58,0.12,29.9,243.34,24.33,0.44,435.08,leaves in great condition but thin,,8/3/2022,missing,missing,17.04370689,0.470866699,27.62701225,7.18099055,0.045616671,10.09644604,1.573490375,1.084582036,1.174806958,1.141655582,1.408695743,0.013274465,0.034406218,NA,,,FAGR
419,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,BE,3,690,B2,3,2,,20,6.09,696.688,696.688,NA,NA,2.99,0.15,34.83,233.01,23.3,0.49,490.97,leaves in great condition but thin,,8/3/2022,missing,missing,22.06821538,0.477028158,21.62808943,7.492686408,0.042794887,10.0763137,1.568282629,1.134657698,1.055394323,1.039208833,1.292299146,0.014289829,0.03092706,NA,,,FAGR
420,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,RM,1,720/721,C2,3,2,,8,3.29,244.36,244.36,NA,NA,1.31,0.16,30.55,186.53,18.65,0.4,398.18,"tiny brown spots, otherwise good condition",,8/3/2022,missing,missing,22.74223012,0.482823975,21.23028271,8.654611977,0.037588353,13.2687385,1.122956411,1.406804754,1.086420692,1.105564127,1.279846368,0.016043718,0.029909631,NA,,,ACRU
421,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,RM,2,639,A1,3,2,,9,4.48,332.786,332.341,NA,NA,1.89,0.21,36.98,175.84,17.58,0.42,421.88,small white spots and tiny holes,,8/3/2022,missing,missing,21.27673599,0.489712792,23.01634952,6.83157409,0.034658714,6.844841121,0.932447686,1.153212694,1.158836579,1.247095798,1.12990793,0.015676342,0.030063325,NA,,,ACRU
422,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,RM,3,684,B3,3,2,,5,3.18,173.497,173.053,NA,NA,1.51,0.3,34.7,114.6,11.46,0.47,474.84,recovered from trash! Small brown spots and holes,,8/3/2022,missing,-28.28619057,21.27811047,0.49662436,23.3396833,7.278102619,0.045438359,6.506763401,1.04393855,1.543375152,1.150507347,1.091876063,1.270555424,0.012790441,0.034763108,NA,Partial Run,,ACRU
423,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,WB,1,650,A2,3,2,,6,3.17,141.459,140.986,NA,NA,1.45,0.24,23.58,97.23,9.72,0.46,457.41,"minor insect damage, brown spots, tiny holes",,8/3/2022,missing,missing,17.52471447,0.499,28.48313574,5.005890765,0.038466483,5.399119831,1.269616904,1.225125918,1.020513149,0.974264708,1.097215182,0.009204143,0.110256429,NA,,,BEPA
424,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,WB,2,8846,B1,5,2,,5,2.66,156.84,156.227,NA,NA,1.06,0.21,31.37,147.38,14.74,0.4,398.5,"minor insect damage, brown spots, tiny holes, one larger hole",,8/3/2022,missing,missing,20.25465169,0.482876153,23.84025951,7.249481102,0.040201212,11.53589375,1.604155563,1.523483588,1.151808945,1.182344518,1.200008654,0.015739452,0.213524455,NA,,698,BEPA
425,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,WB,3,8849,B3,3,2,,6,4.06,207.362,207.2,NA,NA,1.55,0.26,34.56,133.68,13.37,0.38,381.77,"minor insect damage, brown spots, tiny holes",,8/3/2022,missing,missing,20.5954693,0.496150816,24.09028943,5.483865003,0.040420852,8.25651944,1.10906405,1.278444345,1.110030373,1.053397484,1.112529773,0.011343504,0.139632906,NA,,677,BEPA
426,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,YB,1,693,B2,3,2,,5,3.21,211.239,210.753,NA,NA,1.27,0.25,42.25,165.95,16.59,0.4,395.64,"minor insect damage, brown spots, tiny holes",,8/3/2022,-0.764331837,-29.1119304,22.52354406,0.490874269,21.79382905,7.055223918,0.055604221,8.379968744,1.465397246,1.791475006,1.134193749,1.156699882,1.182734647,0.015666854,0.202834908,210,,,BEAL2
427,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,YB,2,722,C2,3,2,,4,2.56,196.199,195.776,NA,NA,0.86,0.22,49.05,227.65,22.76,0.34,335.94,"tiny holes, minor insect damage on edges. Many leaves had rotted in fridge! ",,8/3/2022,-1.181959705,-30.7348295,26.85658561,0.48100655,17.91018995,6.373312906,0.060892214,13.38356343,1.912269237,2.40564547,1.314269875,1.311373813,1.244602282,0.011419431,0.23716375,182,,,BEAL2
428,7/29/2022,BEF,Mid,Third,C6,2,Control,0,0,0,YB,3,731,C3,2,2,,7,2.73,195.358,194.456,NA,NA,0.93,0.13,27.91,209.09,20.91,0.34,340.66,"tiny holes, more substantial insect damage. Sample started rotting in fridge.Fuzzy leaves",,8/3/2022,-1.995722134,-30.46432412,25.6503916,0.485177269,18.91500436,7.392510698,0.061896737,9.973657132,1.553863077,2.396649351,1.338334858,1.350696522,1.222079205,0.014496858,0.148172312,212,,,BEAL2
381,7/29/2022,BEF,Mid,Third,C6,3,N,1,0,0,BE,1,1280,A3,3,2,,6,3.71,NA,NA,NA,NA,1.76,0.29,NA,NA,NA,0.47,474.39,,,7/31/2022,missing,missing,23.7351702,0.485102782,20.43814212,8.083970626,0.051489385,7.829272868,0.999730711,1.533447364,0.967207083,0.991355051,1.480376494,0.019769695,0.026464149,NA,,429,FAGR
382,7/29/2022,BEF,Mid,Third,C6,3,N,1,0,0,BE,2,1276,B3,4,2,,10,5.23,535.719,535.17,NA,NA,2.39,0.24,53.57,223.92,22.39,0.46,456.98,"skeletonizers, tiny holes, white spots",,7/31/2022,missing,missing,23.93583581,0.500829361,20.92383007,7.881147704,0.049091406,7.465413854,1.159101896,1.460517144,1.074135533,1.158379806,1.485373774,0.016241404,0.037167541,NA,,441,FAGR
