Site,Stand,Plot,Treatment,Age,Subplot,Species,previous tags,TagID,DBH2008,DBH2009 ,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,,liveBA11,liveBA15,liveBA19,liveBA23,,BA2011,BA2015,BA2019,BA2023,,chgBA11_15,chgBA15_19,chgBA19_23,,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,,deadyr,dead2008-2010,dead2011,dead2015,dead2019,dead2023,notes2008-10,notes2011,notes2015,notes2019,notes2023,,ingrowthyear,ingrowth5x5
BEF,C2,4,N,Mid,C1,BE,,7648,,,,,,10.9,12.4,,0,0,93.3,120.8,,0,0,93.3,120.8,,#DIV/0!,#DIV/0!,0.294167158,,,,0.066590211,,,,,,,,,,,new add; inside,,,2019,in
BEF,C2,4,N,Mid,C2,BE,,7913,,,,,,10.7,12.1,,0,0,89.9,115,,0,0,89.9,115,,#DIV/0!,#DIV/0!,0.278801642,,,,0.063410138,,,,,,,,,,,New addition,,,2019,out
BEF,C2,4,N,Mid,C2,BE,,7914,,,,,,10.3,11.55,,0,0,83.3,104.8,,0,0,83.3,104.8,,#DIV/0!,#DIV/0!,0.257446508,,,,0.058942502,,,,,,,,,,,New addition,,,2019,out
BEF,C2,4,N,Mid,C2,BE,,7916,,,,,,10.6,12.5,,0,0,88.2,122.7,,0,0,88.2,122.7,,#DIV/0!,#DIV/0!,0.390619438,,,,0.085930607,,,,,,,,,,,New addition,,,2019,out
BEF,C2,4,N,Mid,C3,BE,,7912,,,,,,10.8,11.7,,0,0,91.6,107.5,,0,0,91.6,107.5,,#DIV/0!,#DIV/0!,0.173611111,,,,0.040833,,,,,,,,,,,New addition,original record says tag 7012,,2019,out
BEF,C2,4,N,Mid,C3,BE,,7909,,,,,,10.1,10.8,,0,0,80.1,91.6,,0,0,80.1,91.6,,#DIV/0!,#DIV/0!,0.143417312,,,,0.034072981,,,,,,,,,,,New addition,,,2019,out
BEF,C2,4,N,Mid,C3,BE,,7910,,,,,,11.6,13.5,,0,0,105.7,143.1,,0,0,105.7,143.1,,#DIV/0!,#DIV/0!,0.354414388,,,,0.078792428,,,,,,,,,,,New addition,,,2019,out
BEF,C2,4,N,Mid,C3,WB,7911,7902,,,,,,10.9,12.36,,0,0,93.3,120,,0,0,93.3,120,,#DIV/0!,#DIV/0!,0.285831159,,,,0.064868515,,,,,,,,,,,New addition,new tag 7902,,2019,out
BEF,C2,4,N,Mid,A1,WB,,7870,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,A1,RM,,7869,,,,,,,10.1,,0,0,0,80.1,,0,0,0,80.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,A2,BE,,7872,,,,,,,10.7,,0,0,0,89.9,,0,0,0,89.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,A2,BA,,7871,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,A2,PC,,7873,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,A3,WB,,7874,,,,,,,10.3,,0,0,0,83.3,,0,0,0,83.3,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,B1,BE,,7868,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,B2,BE,,7666,,,,,,,11.1,,0,0,0,96.8,,0,0,0,96.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,B2,BE,,7867,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,B2,RM,,7866,,,,,,,10.4,,0,0,0,84.9,,0,0,0,84.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,"new add; outside 5x5, second stem of 7917",,2023,out
BEF,C2,4,N,Mid,B3,RM,,7876,,,,,,,10.2,,0,0,0,81.7,,0,0,0,81.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,B3,WB,,7875,,,,,,,10.1,,0,0,0,80.1,,0,0,0,80.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,C1,PC,,7892,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,C1,BE,,7944,,,,,,,11.65,,0,0,0,106.6,,0,0,0,106.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,C1,BE,,7894,,,,,,,13.1,,0,0,0,134.8,,0,0,0,134.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,C1,BE,,7940,,,,,,,11,,0,0,0,95,,0,0,0,95,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,C1,WB,,7905,,,,,,,10.7,,0,0,0,89.9,,0,0,0,89.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,C2,YB,,7865,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,"new add; outside 5x5, second stem of 7915",,2023,out
BEF,C2,4,N,Mid,C2,BE,,7864,,,,,,,11.2,,0,0,0,98.5,,0,0,0,98.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,C3,BE,,7895,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,C3,BE,,411,,,,,,,12.25,,0,0,0,117.9,,0,0,0,117.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C2,4,N,Mid,C3,WB,,7877,,,,,,,11.2,,0,0,0,98.5,,0,0,0,98.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C2,4,N,Mid,B3,RM,,945,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,dead,,,,,Tree not found in 2009 OR 2011,Tree not found; assumed dead,,,,,
BEF,C2,4,N,Mid,A1,WB,,219,,10.2,,11.2,13.6,15.6,17.7,,98.5,145.3,191.1,246.1,,98.5,145.3,191.1,246.1,,0.474489796,0.315743945,0.287352071,,0.10194633,0.071008321,0.065183263,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,A3,WB,,220,,10.7,,11.5,13.5,14.2,15,,103.9,143.1,158.4,176.7,,103.9,143.1,158.4,176.7,,0.378071834,0.106392318,0.11585003,,0.083472678,0.02559829,0.027783065,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,A3,BE,941,221,,15.4,,16.1,18.3,20,21.8,,203.6,263,314.2,373.3,,203.6,263,314.2,373.3,,0.291964045,0.194422049,0.1881,,0.066135996,0.045416747,0.044030651,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,A3,RM,,1171,,,,14.1,18,20.4,22.7,,156.1,254.5,326.9,404.7,,156.1,254.5,326.9,404.7,,0.629696695,0.284444444,0.238201653,,0.129865366,0.064581295,0.054867337,,,,,,,,,Two RM are fused from base to ~2m height.  Neither is >10cm on its own (both ~8cm),"Combined DBH, consistent with 2011",,2 stems grown together,,,
BEF,C2,4,N,Mid,A3,PC,,4899,,,,10.7,11.8,12.4,13.1,,89.9,109.4,120.8,134.8,,89.9,109.4,120.8,134.8,,0.216176085,0.104280379,0.11609001,,0.050144627,0.02510851,0.02783832,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,A3,WB,,7984,,,,11,12.1,13.1,14.1,,95,115,134.8,156.1,,95,115,134.8,156.1,,0.21,0.172119391,0.158498922,,0.048808848,0.040502104,0.037466085,,,,,,,,,,,,on top of small knot,,,
BEF,C2,4,N,Mid,B1,RM,,228,,,,12.4,14.3,15.9,17.5,,120.8,160.6,198.6,240.5,,120.8,160.6,198.6,240.5,,0.329929761,0.236295173,0.211384043,,0.073883516,0.054461053,0.049108636,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B1,BE,,230,,,,10.9,12.7,14.2,15.7,,93.3,126.7,158.4,193.6,,93.3,126.7,158.4,193.6,,0.357545661,0.2501705,0.222426106,,0.079415404,0.057407318,0.051491228,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,232,,,,13.5,16.4,19,20.9,,143.1,211.2,283.5,343.1,,143.1,211.2,283.5,343.1,,0.475775034,0.34220702,0.21,,0.102186379,0.076353374,0.048808848,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,1105,,,,14,15.3,16.2,16.5,,153.9,183.9,206.1,213.8,,153.9,183.9,206.1,213.8,,0.194336735,0.121107266,0.037379973,,0.045398079,0.028991511,0.009216785,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B1,WB,,1174,,,,10,11.5,13.2,15,,78.5,103.9,136.8,176.7,,78.5,103.9,136.8,176.7,,0.3225,0.317504726,0.291322314,,0.072380529,0.071366458,0.066003582,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,1385,,,,10.7,12,13.3,14.25,,89.9,113.1,138.9,159.5,,89.9,113.1,138.9,159.5,,0.257751769,0.228402778,0.147959184,,0.059006764,0.052774113,0.035098339,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,4900,,,,11.4,13.1,14.7,15.7,,102.1,134.8,169.7,193.6,,102.1,134.8,169.7,193.6,,0.320483226,0.259192355,0.140682123,,0.071971458,0.059309872,0.03345402,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,7928,,,,10.6,12,12.8,13.2,,88.2,113.1,128.7,136.8,,88.2,113.1,128.7,136.8,,0.281594874,0.137777778,0.063476562,,0.063990353,0.032795559,0.015504801,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B1,RM,,7981,,,,11,12.5,13.8,14.6,,95,122.7,149.6,167.4,,95,122.7,149.6,167.4,,0.291322314,0.218816,0.119302668,,0.066003582,0.050714043,0.02857718,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,B2,BE,,227,,,,11.7,13.8,16,18.2,,107.5,149.6,201.1,260.2,,107.5,149.6,201.1,260.2,,0.391190007,0.344255409,0.29390625,,0.086041979,0.076763804,0.06653645,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B3,WB,,223,,10.1,,11.3,13.1,14.9,16.3,,100.3,134.8,174.4,208.7,,100.3,134.8,174.4,208.7,,0.343958023,0.293689179,0.196747894,,0.076704247,0.066491716,0.045925299,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B3,WB,,224,,,,11.1,12.8,14.1,15.35,,96.8,128.7,156.1,185.1,,96.8,128.7,156.1,185.1,,0.329762195,0.213439941,0.185164227,,0.073849688,0.049553476,0.043385107,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B3,WB,,226,,,,11.7,13.6,14.8,15.6,,107.5,145.3,172,191.1,,107.5,145.3,172,191.1,,0.351157864,0.184256055,0.111029949,,0.078143387,0.043185168,0.026671347,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,B3,RM,,1388,,,,10,13,15.7,18.1,,78.5,132.7,193.6,257.3,,78.5,132.7,193.6,257.3,,0.69,0.45852071,0.329100572,,0.140175425,0.098950548,0.07371609,,,,,,,,,,,Checked,,,,
BEF,C2,4,N,Mid,C1,WB,,234,,,,12,14,15.3,16.3,,113.1,153.9,183.9,208.7,,113.1,153.9,183.9,208.7,,0.361111111,0.194336735,0.134990815,,0.08012345,0.045398079,0.032162525,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,C1,WB,,235,,,,10.9,12.9,14.1,15.2,,93.3,130.7,156.1,181.5,,93.3,130.7,156.1,181.5,,0.400639677,0.194699838,0.162114582,,0.087881537,0.045477525,0.038274619,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,C2,BE,,252,,,,12.1,14.6,16.9,19.1,,115,167.4,224.3,286.5,,115,167.4,224.3,286.5,,0.455911481,0.339885532,0.277301215,,0.098458725,0.075887655,0.063098074,,,,,,,,Tagged in 2009,,,Diseased,,,,
BEF,C2,4,N,Mid,C2,HEM,,253,,,,11,11.7,11.8,11.8,,95,107.5,109.4,109.4,,95,107.5,109.4,109.4,,0.131322314,0.017167068,0,,0.031327476,0.004264412,0,,,,,,,,Tagged in 2009,,,,checked,,,
BEF,C2,4,N,Mid,C2,BE,,1175,,,,10.3,13.5,14.8,16.2,,83.3,143.1,172,206.1,,83.3,143.1,172,206.1,,0.717881044,0.201865569,0.198137327,,0.144849165,0.047041688,0.046228749,,,,,,,,,,,Measured on bump,measured on bump,,,
BEF,C2,4,N,Mid,C2,HEM,,1381,,,,10.5,11.5,12,12.25,,86.6,103.9,113.1,117.9,,86.6,103.9,113.1,117.9,,0.199546485,0.088846881,0.042100694,,0.046536237,0.021507837,0.010362971,,,,,,,,,,,,,,,
BEF,C2,4,N,Mid,C3,WB,,249,,,,11.5,13.7,14.7,15.3,,103.9,147.4,169.7,183.9,,103.9,147.4,169.7,183.9,,0.419206049,0.151313336,0.083298626,,0.091468895,0.03585361,0.020204061,,,,,,,,Tagged in 2009,,,,,,,
BEF,C2,4,N,Mid,C3,BE,,2283,,,,12.3,15.6,17.5,19.8,,118.8,191.1,240.5,307.9,,118.8,191.1,240.5,307.9,,0.60856633,0.258423734,0.280130612,,0.126185013,0.059148182,0.063686313,,,,,,,,,,,,,,,
BEF,C3,1,NP,Mid,C1,RM,1573,,,,,13.7,16.3,16.3,,,147.4,208.7,0,0,,147.4,208.7,208.7,0,,0.41557888,0,-1,,0.090770838,0,,,19,,,,dead,,,new add; inside 5x5,,this becomes 2486,,,2011,in
BEF,C3,1,NP,Mid,C3,SM,,1581,,,,10.8,11.8,11.8,,,91.6,109.4,0,0,,91.6,109.4,109.4,0,,0.193758573,0,-1,,0.04527154,0,,,19,,,,dead,,,new add; outside,,not found,,,2011,out
BEF,C3,1,NP,Mid,A3,RM,,1599,,,,11.9,11.9,12,12.05,,111.2,111.2,113.1,114,,111.2,111.2,113.1,114,,0,0.016877339,0.008350694,,0,0.004192891,0.002081168,,,,,,,,,"Inside 5X5 m veg plot.  Initially reported as SM.  Confirmed RM by Matt  Moose damage around DBH.  Flagged ""needs tag 11.4""",,,,,2011,in
BEF,C3,1,NP,Mid,B2,BE,,1593,,,,10.2,11.7,12.8,13.5,,81.7,107.5,128.7,143.1,,81.7,107.5,128.7,143.1,,0.315743945,0.196873402,0.112365723,,0.071008321,0.045952721,0.026979795,,,,,,,,,new add; outside; Connected to #1590,,,,,2011,out
BEF,C3,1,NP,Mid,B2,RM,2494,7216,,13,,13.6,15.3,17.2,18.9,,145.3,183.9,232.4,280.6,,145.3,183.9,232.4,280.6,,0.265625,0.263787432,0.207443213,,0.060660172,0.060274967,0.048254363,,,,,,,,,previously identified as SM.  Found to be RM by Matt in 2012,,New tag (original = 528),"nail missing, new tag in new position, attached to 2498",,2011,out
BEF,C3,1,NP,Mid,C1,RM,,1401,,,,11.2,12,12.8,13.1,,98.5,113.1,128.7,134.8,,98.5,113.1,128.7,134.8,,0.147959184,0.137777778,0.047424316,,0.035098339,0.032795559,0.011650879,,,,,,,,,new add; outside,,,,,2011,out
BEF,C3,1,NP,Mid,C1,RM,,1578,,,,10.2,11.7,12.8,14.3,,81.7,107.5,128.7,160.6,,81.7,107.5,128.7,160.6,,0.315743945,0.196873402,0.24810791,,0.071008321,0.045952721,0.056970908,,,,,,,,,new add; outside; Measured below bump,,,,,2011,out
BEF,C3,1,NP,Mid,C1,YB,,1579,,,,10.6,11.4,12,12.4,,88.2,102.1,113.1,120.8,,88.2,102.1,113.1,120.8,,0.156639373,0.108033241,0.067777778,,0.037049516,0.025978352,0.016530045,,,,,,,,,new add; outside,,,,,2011,out
BEF,C3,1,NP,Mid,C1,WB,,1580,,,,10.3,12.6,14.4,15.7,,83.3,124.7,162.9,193.6,,83.3,124.7,162.9,193.6,,0.496465265,0.306122449,0.188705633,,0.106029372,0.069044968,0.044163674,,,,,,,,,Inside 5X5 m veg plot; identified in 2011 as YB.  Found to be WB by Matt in 2012,,,,,2011,in
BEF,C3,1,NP,Mid,C1,RM,,1598,,,,10.7,11,11.8,12.4,,89.9,95,109.4,120.8,,89.9,95,109.4,120.8,,0.056860861,0.150743802,0.104280379,,0.013921784,0.035725481,0.02510851,,,,,,,,,new add; outside,,,,,2011,out
BEF,C3,1,NP,Mid,C3,RM,,1134,,,,18.7,21.2,24.1,26.8,,274.6,353,456.2,564.1,,274.6,353,456.2,564.1,,0.285252652,0.292297081,0.236617827,,0.064748721,0.066204696,0.054529845,,,,,,,,,new add; outside,,Checked,checked,,2011,out
BEF,C3,1,NP,Mid,C3,BE,,1158,,,,11.7,14.2,15,15.3,,107.5,158.4,176.7,183.9,,107.5,158.4,176.7,183.9,,0.473007524,0.11585003,0.0404,,0.101669285,0.027783065,0.009950494,,,,,,,,,new add; outside,,,checked,,2011,out
BEF,C3,1,NP,Mid,C3,RM,,1591,,,,10.3,11,11.4,11.4,,83.3,95,102.1,102.1,,83.3,95,102.1,102.1,,0.14054105,0.074049587,0,,0.033422065,0.018019468,0,,,,,,,,,new add; outside,,,,,2011,out
BEF,C3,1,NP,Mid,C3,RM,,1592,,,,12.9,12.8,13.7,14.8,,130.7,128.7,147.4,172,,130.7,128.7,147.4,172,,-0.015443783,0.145568848,0.167030742,,-0.00388351,0.034559085,0.03937095,,,,,,,,,Inside 5X5 m veg plot,Large knot below where gets re-measured,,,,2011,in
BEF,C3,1,NP,Mid,C3,RM,,1594,,,,10.4,10.7,10.7,10.75,,84.9,89.9,89.9,90.8,,84.9,89.9,89.9,90.8,,0.058524408,0,0.00936763,,0.014320538,0,0.002333725,,,,,,,,,Inside 5X5 m veg plot,,,maybe BE maybe dead,,2011,in
BEF,C3,1,NP,Mid,C2,BE,,2873,,,,,10.6,10.6,,,0,88.2,0,0,,0,88.2,88.2,0,,#DIV/0!,0,-1,,,0,,,19,,,,dead,,,,new add; outside,not found,,,2015,out
BEF,C3,1,NP,Mid,C2,PC,,2843,,,,,10.3,10.6,10.6,,0,83.3,88.2,0,,0,83.3,88.2,88.2,,#DIV/0!,0.059100764,0,,,0.014458582,0,,23,,,,,dead,,,new add; outside,,standing; diam=10.5,,2015,out
BEF,C3,1,NP,Mid,A2,WB,2841,7215,,,,,10.6,11.2,11.6,,0,88.2,98.5,105.7,,0,88.2,98.5,105.7,,#DIV/0!,0.116411534,0.072704082,,,0.027912338,0.017700489,,,,,,,,,,New addition,,"original tag = 765, 2841 lost, replaced; new height dbh = 12.5",,2015,out
BEF,C3,1,NP,Mid,A2,SM,,2865,,,,,10.4,10.7,11,,0,84.9,89.9,95,,0,84.9,89.9,95,,#DIV/0!,0.058524408,0.056860861,,,0.014320538,0.013921784,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,A2,RM,,2871,,,,,10.2,10,10.4,,0,81.7,78.5,84.9,,0,81.7,78.5,84.9,,#DIV/0!,-0.038831219,0.0816,,,-0.009852457,0.019803903,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,A2,BE,,2889,,,,,10,10.9,12.1,,0,78.5,93.3,115,,0,78.5,93.3,115,,#DIV/0!,0.1881,0.232303678,,,0.044030651,0.053608914,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,B1,YB,,1034,,,,,10,10.8,11.75,,0,78.5,91.6,108.4,,0,78.5,91.6,108.4,,#DIV/0!,0.1664,0.183663409,,,0.039230485,0.043054631,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,B1,SM,,2859,,,,,11,12.5,13.1,,0,95,122.7,134.8,,0,95,122.7,134.8,,#DIV/0!,0.291322314,0.098304,,,0.066003582,0.023718711,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,B1,BE,,2872,,,,,11.7,14.4,16.1,,0,107.5,162.9,203.6,,0,107.5,162.9,203.6,,#DIV/0!,0.514792899,0.250048225,,,0.109400392,0.057381462,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,B1,RM,,2899,,,,,11.6,13,13.4,,0,105.7,132.7,141,,0,105.7,132.7,141,,#DIV/0!,0.255945303,0.062485207,,,0.058626306,0.015268059,,,,,,,,,,New addition,,,,2015,out
BEF,C3,1,NP,Mid,B2,STM,,2857,,,,,11,11.5,11.8,,0,95,103.9,109.4,,0,95,103.9,109.4,,#DIV/0!,0.092975207,0.052854442,,,0.022474716,0.012959504,,,,,,,,,,new add; inside 5x5,,,,2015,in
BEF,C3,1,NP,Mid,B2,BE,,2885,,,,,11.2,12,12.9,,0,98.5,113.1,130.7,,0,98.5,113.1,130.7,,#DIV/0!,0.147959184,0.155625,,,0.035098339,0.036822068,,,,,,,,,,new add; outside,,,,2015,out
BEF,C3,1,NP,Mid,B3,BE,2856,7235,,,,,10.8,12.6,13.1,,0,91.6,124.7,134.8,,0,91.6,124.7,134.8,,#DIV/0!,0.361111111,0.080939783,,,0.08012345,0.019648243,,,,,,,,,,new add; outside,,new tag 7235,,2015,out
BEF,C3,1,NP,Mid,C1,RM,,2887,,,,,11,12.8,14.4,,0,95,128.7,162.9,,0,95,128.7,162.9,,#DIV/0!,0.354049587,0.265625,,,0.07871978,0.060660172,,,,,,,,,,new add; outside,,,,2015,out
BEF,C3,1,NP,Mid,C1,YB,,2890,,,,,12,14,15.2,,0,113.1,153.9,181.5,,0,113.1,153.9,181.5,,#DIV/0!,0.361111111,0.17877551,,,0.08012345,0.041976145,,,,,,,,,,new add; outside,,,,2015,out
BEF,C3,1,NP,Mid,C2,BE,,2861,,,,,11.5,12.8,13.3,,0,103.9,128.7,138.9,,0,103.9,128.7,138.9,,#DIV/0!,0.238865784,0.079650879,,,0.055008757,0.019344152,,,,,,,,,,new add; outside,,leaves dead,,2015,out
BEF,C3,1,NP,Mid,C3,RM,,2882,,,,,10.7,11.9,12.1,,0,89.9,111.2,115,,0,89.9,111.2,115,,#DIV/0!,0.236876583,0.033895911,,,0.054585005,0.008368347,,,,,,,,,,new add; outside,,,,2015,out
BEF,C3,1,NP,Mid,B2,BE,,958,,,,,,10.5,10.5,,0,0,86.6,0,,0,0,86.6,86.6,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,new add; outside,IG not entered in 2019 analysis; not found,,2019,out
BEF,C3,1,NP,Mid,C2,BE,,1593,,,,,,12.8,12.8,,0,0,128.7,0,,0,0,128.7,128.7,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,New addition,not found,,2019,out
BEF,C3,1,NP,Mid,B1,RM,,687,,,,,,9.5,10.4,,0,0,70.9,84.9,,0,0,70.9,84.9,,#DIV/0!,#DIV/0!,0.198448753,,,,0.046296728,,,,,,,,,,,New addition,,,2019,out
BEF,C3,1,NP,Mid,A2,SM,,210,,,,,,10,10.3,,0,0,78.5,83.3,,0,0,78.5,83.3,,#DIV/0!,#DIV/0!,0.0609,,,,0.014889157,,,,,,,,,,,New addition,,,2019,out
BEF,C3,1,NP,Mid,A2,BE,,218,,,,,,10.8,12.3,,0,0,91.6,118.8,,0,0,91.6,118.8,,#DIV/0!,#DIV/0!,0.297067901,,,,0.067187373,,,,,,,,,,,New addition,,,2019,out
BEF,C3,1,NP,Mid,A2,BE,,1181,,,,,,9.7,10,,0,0,73.9,78.5,,0,0,73.9,78.5,,#DIV/0!,#DIV/0!,0.062812201,,,,0.015346165,,,,,,,,,,,New addition,diseased; major blisters,,2019,out
BEF,C3,1,NP,Mid,B2,RM,,1057,,,,,,11.2,11.2,,0,0,98.5,98.5,,0,0,98.5,98.5,,#DIV/0!,#DIV/0!,0,,,,0,,,,,,,,,,,new add; outside,IG not entered in 2019 analysis,,2019,out
BEF,C3,1,NP,Mid,C1,ASH,,766,,,,,,13.4,14.75,,0,0,141,170.9,,0,0,141,170.9,,#DIV/0!,#DIV/0!,0.211642348,,,,0.049164557,,,,,,,,,,,New addition,,,2019,in
BEF,C3,1,NP,Mid,C1,RM,,769,,,,,,11.5,12.1,,0,0,103.9,115,,0,0,103.9,115,,#DIV/0!,#DIV/0!,0.107069943,,,,0.025755289,,,,,,,,,,,New addition,,,2019,in
BEF,C3,1,NP,Mid,C1,RM,,2486,,,,,,19.1,22,,0,0,286.5,380.1,,0,0,286.5,380.1,,#DIV/0!,#DIV/0!,0.326718018,,,,0.073234579,,,,,,,,,,,New addition,,,2019,out
BEF,C3,1,NP,Mid,C1,BE,,2487,,,,,,17.4,19.2,,0,0,237.8,289.5,,0,0,237.8,289.5,,#DIV/0!,#DIV/0!,0.217598098,,,,0.050451463,,,,,,,,,,,New addition,entry corrected (2847),,2019,out
BEF,C3,1,NP,Mid,C2,BE,,1092,,,,,,14.8,15.3,,0,0,172,183.9,,0,0,172,183.9,,#DIV/0!,#DIV/0!,0.068708912,,,,0.016751584,,,,,,,,,,,New addition,leaves dead (freeze?),,2019,out
BEF,C3,1,NP,Mid,C2,BE,,1131,,,,,,11.9,13.3,,0,0,111.2,138.9,,0,0,111.2,138.9,,#DIV/0!,#DIV/0!,0.249134948,,,,0.05718828,,,,,,,,,,,New addition,,,2019,out
BEF,C3,1,NP,Mid,C2,BE,,1159,,,,,,12.6,11.9,,0,0,124.7,111.2,,0,0,124.7,111.2,,#DIV/0!,#DIV/0!,-0.108024691,,,,-0.028174684,,,,,,,,,,,New addition,checked,,2019,out
BEF,C3,1,NP,Mid,A1,SM,,936,,,,,,,9.85,,0,0,0,76.2,,0,0,0,76.2,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C3,1,NP,Mid,B2,BE,,7127,,,,,,,10.4,,0,0,0,84.9,,0,0,0,84.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C3,1,NP,Mid,B3,SM,,7213,,,,,,,10.1,,0,0,0,80.1,,0,0,0,80.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
