Site,Stand,Plot,Treatment,Subplot,Species,Tag,Al,B,Ca,Fe,K,Mg,Mn,Na,P,S,Sr,Zn,N,Comments
BEF,C9,2,P,A1,YB,89,0.026756903,0.067210197,15.07329933,0.046881588,4.641982159,2.427466903,4.282542464,0.027715048,1.222565546,0.499839003,0.032705653,0.480675034,8.448706368,
BEF,C9,2,P,A1,YB,90,0.027672848,0.06294245,14.83864639,0.04656755,7.526967083,2.246161054,3.77501001,0.031891682,0.95283147,0.503563979,0.035878272,0.446285659,8.535493682,
BEF,C9,2,P,buffer,YB,,0.032594951,0.082305548,14.38996763,0.064089588,3.453854505,1.636107916,3.727154811,0.030276337,0.498201372,0.583017691,0.037121502,0.347007233,10.84156459,
BEF,C9,3,NP,B2,YB,177,0.035489759,0.069878151,11.32795149,0.06347817,9.912202647,1.88561244,3.471175784,0.054772737,0.597633287,0.581649777,0.025630373,0.204707461,10.07766493,
BEF,C9,3,NP,B3,YB,199,0.034729297,0.063984198,9.458712127,0.064743103,8.081301988,1.702499698,2.703846247,0.042222932,0.568759722,0.604889444,0.022954086,0.188391137,10.49936147,
BEF,C9,3,NP,A3,YB,200,0.048361294,0.060444224,13.42694223,0.076348334,6.182191863,1.809681508,3.450126585,0.044828326,0.519051123,0.593716198,0.034758149,0.265923893,10.07429044,
BEF,C9,4,N,B3,YB,339,0.025709513,0.056540838,11.85042821,0.052848389,2.431508022,1.646066128,3.398566774,0.024389201,0.248467768,0.643970448,0.026859633,0.196818135,11.1110131,
BEF,C9,4,N,A3,YB,343,0.022806506,0.071035755,10.87684137,0.060246608,1.897578938,1.676524843,3.333868365,0.025098833,0.291046211,0.70306415,0.023762235,0.15339957,13.03908539,connected to 342
BEF,C9,4,N,B3,YB,316,0.02428083,0.067666454,11.41134025,0.053980608,2.732720142,1.709269844,2.992517599,0.024355062,0.268093786,0.582173488,0.028469068,0.19349622,10.39870456,
HB,HBM,1,NP,B1,WB,8584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,1,NP,B2,WB,8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.227846829,
HB,HBM,1,NP,A2,WB,8617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,1,NP,A1,YB,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,1,NP,B2,YB,8599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,1,NP,A1,YB,8620,0.022949402,0.04138977,8.921844189,0.056147268,2.655011925,1.653913885,2.518251746,0.061504442,0.499450941,0.030962346,0.704665277,0.164757186,9.134821172,
HB,HBM,2,N,B1,WB,8546,0.019445029,0.039220927,5.584151719,0.054001151,4.041905732,0.842093315,1.541681749,0.048096752,0.224627423,0.018296963,0.732898879,0.133058973,8.087957579,
HB,HBM,2,N,B2,YB,8554,0.0243965,0.037490028,10.73973177,0.070043384,2.077506315,1.875977114,2.976241952,0.063105238,0.531890134,0.03437726,0.923357512,0.262965454,12.46210925,
HB,HBM,2,N,B2,YB,8555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,2,N,A2,YB,8563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,3,Control,B1,WB,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.386062173,
HB,HBM,3,Control,B1,WB,8501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,3,Control,B2,WB,8513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,3,Control,A1,YB,8496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22542322,
HB,HBM,3,Control,B1,YB,8504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,3,Control,A2,YB,8521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,4,P,A1,WB,19,0.025167019,0.044502522,6.988423976,0.044348231,6.800063962,1.000231756,1.707571944,0.050074741,1.315826277,0.027860005,0.735640782,0.182682123,8.279898366,
HB,HBM,4,P,A1,WB,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,4,P,A1,WB,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,4,P,B2,YB,25,0.023605106,0.050157563,9.964422823,0.056852553,4.035689033,1.738762635,3.089686447,0.059155039,0.800272666,0.038970576,0.730429834,0.238874113,8.648964806,
HB,HBM,4,P,B2,YB,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBM,4,P,A1,YB,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,1,P,C3,YB,8338,0.018372488,0.044624658,12.01611844,0.077498277,3.750408547,2.978858479,1.760306269,0.042582131,1.51912201,0.045369311,0.674481894,0.268110557,7.180548421,
HB,HBO,1,P,C2,YB,8370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,1,P,B3,YB,8341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,2,N,C3,YB,8413,0.019120398,0.042719866,8.956311521,0.065387023,3.023312619,2.197860558,1.42384623,0.047922634,0.34149811,0.032781454,0.719209634,0.235062632,10.17973406,
HB,HBO,2,N,B2,YB,8415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,2,N,A1,YB,8428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,3,NP,A3,YB,8447,0.012598444,0.030574499,9.347495527,0.048510293,1.440800735,2.208788453,1.876238901,0.041219334,0.510613816,0.029101683,0.691098342,0.226054812,8.873748247,
HB,HBO,3,NP,A1,YB,8454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,3,NP,B3,YB,8469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,4,Control,B2,YB,30,0.016340064,0.048321839,9.134956693,0.052976907,1.804564977,2.249292725,1.361706701,0.054158866,0.23246984,0.035659383,0.656284148,0.200522718,7.75821264,
HB,HBO,4,Control,C1,YB,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBO,4,Control,B2,YB,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBCa,1,Ca,B1,YB,1634,0.017828261,0.038306917,17.05097892,0.048234878,3.965021917,2.274120064,1.080339012,0.055159781,0.631408593,0.055677321,0.815645515,0.321664905,6.868349206,
HB,HBCa,1,Ca,C1,YB,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBCa,1,Ca,B2,YB,1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBCa,2,CaCont.,C3,YB,1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBCa,2,CaCont.,C2,YB,1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
HB,HBCa,2,CaCont.,C2,YB,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,1,NP,A2,PC,8193,0.028602422,0.039610359,7.999207754,0.071832847,2.313020783,1.757297934,0.119511816,0.063821989,0.541063807,0.355412336,0.018943074,0.026838107,10.22276284,
JB,JBM,1,NP,B2,PC,8213,0.026395469,0.017509175,7.897105864,0.068902371,3.036549269,1.785495,0.12438952,0.075202027,0.916579818,0.458822005,0.018721089,0.034068983,12.35538604,
JB,JBM,1,NP,B1,PC,8216,0.023916046,0.032529269,5.794097624,0.070406279,1.119725383,1.614110671,0.080709345,0.03695756,0.505220293,0.398350187,0.012259444,0.01989696,10.36849583,
JB,JBM,1,NP,B1,WB,8223,0.043571283,0.021272449,7.336057312,0.086592148,1.670029487,1.150758727,0.780007835,0.045416701,0.42241805,0.433742481,0.014889077,0.183212056,10.44388348,
JB,JBM,1,NP,B1,WB,8225,0.035367973,0.041577911,7.539361902,0.073494798,1.286078703,0.964339681,0.815872999,0.068392935,0.355163685,0.331147213,0.015179035,0.183668437,8.932478944,
JB,JBM,1,NP,A1,WB,8230,0.035159476,0.032114496,6.043903046,0.065074292,1.821592272,0.95896882,0.610788217,0.05663945,0.297935724,0.405073801,0.01195429,0.145456101,8.586402112,
JB,JBM,1,NP,A2,YB,8204,0.033259966,0.021937261,8.550985961,0.085836681,1.061370982,1.155246817,0.9318678,0.119671649,0.431603528,0.537078975,0.018036712,0.200734611,12.3545352,
JB,JBM,1,NP,B2,YB,8206,0.025087531,0.054408311,6.933286609,0.064062605,0.68682483,0.826746161,0.675334279,0.084016133,0.35578719,0.392456168,0.015295867,0.14679149,10.25362399,
JB,JBM,1,NP,B1,YB,8221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,2,N,B2,PC,1481,0.032486559,0.020427062,6.753345391,0.265385327,0.892888697,1.018147135,0.171117945,0.020541532,0.279785375,0.399345999,0.011156329,0.026195006,12.82247763,check
JB,JBM,2,N,A2,PC,8245,0.046711073,0.015977038,7.332206933,0.13265227,1.238902801,1.256134237,0.175501009,0.02515079,0.308311033,0.395829801,0.013627111,0.022766513,13.01899282,
JB,JBM,2,N,buffer,PC,,0.028067675,0.018376215,9.126315724,0.119528128,1.047600192,1.814402822,0.171708072,0.018842425,0.348027732,0.564168826,0.018580084,0.025872647,13.97070716,S of C3 & on edge of plot/s of B2 subplot
JB,JBM,2,N,A2,WB,8251,0.027017966,0.044526434,4.117760576,0.069265545,1.503870604,0.769789639,0.924806049,0.072907893,0.322712135,0.440231977,0.005246765,0.13537011,12.65517138,
JB,JBM,2,N,A2,WB,8252,0.033602564,0.048956916,4.053198,0.085546254,1.310774768,0.791070654,0.808685766,0.087409666,0.289072635,0.427838754,0.005387148,0.112481226,11.5443419,
JB,JBM,2,N,B1,WB,8294,0.039557321,0.044312232,8.374903905,0.071558181,1.280103286,1.117258641,0.426119491,0.078324168,0.274585069,0.381725735,0.016043655,0.131133351,8.199722122,
JB,JBM,2,N,A2,YB,8243,0.035268631,0.020998383,7.773431549,0.089389698,0.685688723,1.19599199,0.874730469,0.013264806,0.225273645,0.540913446,0.013485895,0.177969736,12.43436766,
JB,JBM,2,N,A2,YB,8246,0.038398617,0.023577103,8.747996787,0.084833783,1.081250089,1.304462408,0.840337833,0.095513179,0.276631842,0.574062386,0.015052014,0.208211983,12.87280378,
JB,JBM,2,N,B2,YB,8257,0.024629112,0.026859098,6.222560177,0.074520307,1.195400473,1.077985093,0.767346641,0.024854939,0.284430999,0.530501124,0.010221572,0.196331922,13.46166125,
JB,JBM,3,Control,buffer,PC,,0.029608619,0.016424362,9.012889659,0.071971535,1.233985268,1.362485086,0.05464753,0.041216036,0.28216593,0.306289808,0.016364181,0.015702701,8.208184573,E of B2 sub
JB,JBM,3,Control,buffer,PC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S of B2 sub/2.5m downhill from C3 stake; missing
JB,JBM,3,Control,buffer,PC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"next to C3 stake & ""Control"" sign; missing"
JB,JBM,3,Control,B2,WB,8272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,3,Control,B1,WB,8330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,3,Control,B1,WB,8333,0.030512305,0.045674556,7.832692703,0.067388885,1.251867662,1.038398208,0.471444718,0.038162997,0.2658437,0.35353225,0.014373359,0.128095543,9.270233112,
JB,JBM,3,Control,B2,YB,8296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,3,Control,A1,YB,8317,0.031843075,0.019719843,10.92508375,0.078525861,1.098681125,1.358060857,0.497341071,0.043376118,0.258970905,0.352539077,0.019398713,0.15903315,10.32282653,
JB,JBM,3,Control,B1,YB,8328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,4,P,B1,PC,866,0.049742277,0.014916098,9.51043771,0.110774914,1.619439146,2.01858455,0.255926738,0.020614656,0.770080688,0.361707569,0.016777988,0.022652952,9.784475132,
JB,JBM,4,P,A1,PC,876,0.031653174,0.015190535,10.58501465,0.064210857,2.099660827,2.048545111,0.214120627,0.017402235,0.91376191,0.459318237,0.018990885,0.020368776,9.338888328,
JB,JBM,4,P,A1,PC,879,0.036152252,0.017805305,9.968417318,0.12784439,1.078844762,1.706786363,0.510000854,0.026779249,0.639152558,0.456535378,0.017369106,0.03871475,9.19209941,
JB,JBM,4,P,B1,WB,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
JB,JBM,4,P,B2,WB,867,0.048056498,0.044279687,6.690816474,0.088468072,1.599949011,1.395695429,0.478746039,0.077507713,0.412187747,0.44857831,0.013413995,0.202235552,7.412277047,
JB,JBM,4,P,B2,WB,870,0.033405861,0.020432172,7.099381827,0.075202155,0.937354592,1.30010949,0.457925101,0.062081275,0.331436958,0.326900951,0.012374477,0.17417219,8.045698381,
JB,JBM,4,P,B2,YB,875,0.038378019,0.02818839,9.16586654,0.082263608,1.172647099,1.503322966,0.614765545,0.057909503,0.50753157,0.327924795,0.017816452,0.2384063,8.699092258,
JB,JBM,4,P,A1,YB,1739,0.0993786,0.038039364,9.382427727,0.176675176,1.043901741,1.41119608,0.659456292,0.085405265,0.495014991,0.35102927,0.018706791,0.210622627,10.22253674,
JB,JBM,4,P,B2,YB,899,0.132614675,0.03261153,8.40012625,0.262790997,1.157913375,1.451028921,0.500774844,0.080425028,0.468662593,0.35970844,0.016319619,0.180984358,9.446838685,
JB,JBM,5,Ca,A2,PC,1423?,0.020291412,0.017112163,10.6002852,0.053417138,1.272948435,1.575010182,0.097305211,0.023177349,0.471432187,0.329745529,0.020910027,0.020015173,8.175419433,
JB,JBM,5,Ca,A1,PC,1444,0.029627611,0.020604351,12.47676624,0.077084209,1.179234582,1.305848788,0.069892559,0.038113466,0.37688808,0.422725875,0.023232627,0.031971859,9.458554368,
JB,JBM,5,Ca,A1,PC,1459,0.020173562,0.019276486,13.90065151,0.047858136,1.0852434,1.431508409,0.114969104,0.015989358,0.252846953,0.249583281,0.02335693,0.02494166,7.152316692,
JB,JBM,5,Ca,B1,WB,1430,0.035420526,0.04212315,12.74705905,0.10421176,1.476552993,1.223913494,0.430590302,0.084886203,0.389358311,0.023379564,0.887113454,0.170904211,9.436559826,
JB,JBM,5,Ca,A2,WB,1437,0.022947709,0.020327451,6.716697872,0.063507326,1.149563734,0.824000172,0.378704439,0.034292529,0.292448091,0.349872015,0.010225401,0.123899765,8.976300657,
JB,JBM,5,Ca,A1,WB,1439,0.028212772,0.032589552,12.16207074,0.074746367,1.562069637,1.09855834,0.350870054,0.074626566,0.402676766,0.02208929,0.842640093,0.16460501,9.355942502,
JB,JBM,5,Ca,B2,YB,1032,0.076212734,0.033875414,21.34189386,0.152330155,1.410889081,1.962744846,0.577106113,0.08971089,0.360725735,0.043080676,1.03567217,0.254299411,9.693938839,
JB,JBM,5,Ca,B1,YB,1410,0.036939616,0.020500018,12.5108307,0.078785654,1.206599419,1.326063915,0.591799504,0.064221505,0.325308728,0.426574128,0.019870036,0.189422085,8.704586039,
JB,JBM,5,Ca,A1,YB,1461,0.040326203,0.032788046,23.36895983,0.089989215,1.006862249,1.696101662,0.551724367,0.072632226,0.351230333,0.048383292,1.061522703,0.220407736,9.267409481,
JB,JBO,1,NP,A3,YB,8019,0.031025965,0.042912234,10.49658017,0.062163595,1.27942949,1.367539618,1.220260266,0.034524179,0.504156508,0.444523227,0.024208341,0.247335324,10.34085474,
JB,JBO,1,NP,B2,YB,8030,0.030306756,0.089936463,10.59313252,0.059229433,1.23611752,1.355019809,1.631506416,0.074614296,0.405528333,0.46984636,0.022097083,0.28748815,10.24305161,
JB,JBO,1,NP,C3,YB,8006,0.032077344,0.073674036,14.16078534,0.065655094,1.15794096,1.389971343,1.719607811,0.053795886,0.447336146,0.455455577,0.029637634,0.297822251,9.719731136,
JB,JBO,2,P,B1,YB,8070,0.028806484,0.035896947,12.75462649,0.072098354,1.424047899,1.30122008,1.358663742,0.06845454,0.550487847,0.561428131,0.027828298,0.32226917,12.54828482,
JB,JBO,2,P,C3,YB,8113,0.03861641,0.034160789,11.86113138,0.08761065,1.159189049,1.280721574,1.434987446,0.067479529,0.595502243,0.536247356,0.027663732,0.27336061,12.35284255,
JB,JBO,2,P,C3,YB,8115,0.064137579,0.058643702,10.16731301,0.110524952,1.302828414,1.007289561,1.455376156,0.120340082,0.527642924,0.432398433,0.025550731,0.253656008,10.79229363,
JB,JBO,3,N,A2,YB,8140,0.025461127,0.042239642,6.827113027,0.065104436,1.086259453,1.015467061,1.15105817,0.108132867,0.262469448,0.334717026,0.014386664,0.210109644,11.09449004,
JB,JBO,3,N,B2,YB,8154,0.029289849,0.029705426,7.509960809,0.084643062,1.031419105,1.126286404,1.239247046,0.100522462,0.351596792,0.415137242,0.015186274,0.215747209,11.58062014,
JB,JBO,3,N,B3,YB,8180,0.031824778,0.030195793,8.067736304,0.086008111,0.996598393,1.106518122,1.250915071,0.124619572,0.307096914,0.407001879,0.01839212,0.193436109,10.74595431,
JB,JBO,4,Control,buffer,YB,1035,0.035738483,0.031528506,10.00612536,0.093631644,1.089651951,1.035294358,1.319590547,0.054553235,0.291217602,0.420059726,0.016681115,0.243204246,11.20160534,SW of C4 stake
JB,JBO,4,Control,buffer,YB,1036,0.033550446,0.031481196,12.04046509,0.102717931,1.21632916,1.138823322,1.162455395,0.145390782,0.322476079,0.488943334,0.021877603,0.259596009,11.98925452,S of A1 stake
JB,JBO,4,Control,buffer,YB,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68947721,SW of B4 stake/SW of A4 stake?
JB,JBO,5,Ca,C2,YB,1136,0.01588177,0.076270973,8.546956067,0.041546811,0.849503511,0.786440735,1.340264052,0.034555842,0.451357074,0.379600925,0.016457034,0.174678645,8.35428629,
JB,JBO,5,Ca,B3,YB,1142,0.037523358,0.073658641,10.97184569,0.077002165,0.941948273,1.073790605,2.029571202,0.058764197,0.492450425,0.400312569,0.02133049,0.238955189,9.465196191,
JB,JBO,5,Ca,buffer,YB,1149,0.030361836,0.091230027,16.39861758,0.075126469,1.569489246,1.354675611,2.315089934,0.110332127,0.67256908,0.036192338,0.875444065,0.354700082,8.701475252,E of C2 stake & sapflow YB2
